['O 1 [C@@H] ( [n+] 2 c c ( c c c 2 ) C ( = O ) N ) [C@@H] ( [C@@H] ( [C@H] 1 C O P ( = O ) ( O P ( = O ) ( O C [C@@H] 1 [C@@H] ( O ) [C@H] ( [C@H] ( n 2 c 3 c ( c ( n c n 3 ) N ) n c 2 ) O 1 ) O ) [O-] ) [O-] ) O ) O > c 1 2 c ( c c c c c 2 ) c ( c c 1 ) O C C 2', 'C', '1', 'O', '[H+] > *']
['* N [C@@H] ( C C ( = O ) N [C@@H] 1 O [C@H] ( C O ) [C@@H] ( O [C@@H] 2 O [C@H] ( C O ) [C@@H] ( O [C@@H] 3 O [C@H] ( C O [C@H] 4 O [C@H] ( C O [C@H] 5 O [C@H] ( C O ) [C@@H] ( O ) [C@H] ( O ) [C@@H] 5 O [C@H] 5 O [C@H] ( C O ) [C@@H] ( O ) [C@H] ( O ) [C@@H] 5 O ) [C@@H] ( O ) [C@H] ( O [C@H] 5 O [C@H] ( C O ) [C@@H] ( O ) [C@H] ( O ) [C@@H] 5 O [C@H] 5 O [C@H] ( C O ) [C@@H] ( O ) [C@H] ( O ) [C@@H] 5 O ) [C@@H] 4 O ) [C@@H] ( O ) [C@H] ( O [C@H] 4 O [C@H] ( C O ) [C@@H] ( O ) [C@H] ( O ) [C@@H] 4 O ) [C@@H] 3 O ) [C@H] ( O ) [C@H] 2 N C ( C ) = O ) [C@H] ( O ) [C@H] 1 N C ( C ) = O ) C ( * ) = O > O', '[C@H] 1 O [C@@H] ( C O ) [C@@H] ( O ) [C@@H] ( O ) [C@@H] ( O ) [C@@H] 1 O', 'N C ( * ) = O', '[H+] > O', '[H+]']
['P ( O P ( [O-] ) ( = O ) O C [C@@H] 1 [C@@H] ( O ) [C@H] ( [C@H] ( n 2 c n c 3 c 2 n c n c 3 N ) O 1 ) O ) ( = O ) ( [O-] ) [O-] > [H+] > O 1 [C@@H] ( O ) [C@@H] ( O ) [C@@H] ( [C@H] 1 O [C@@H] ( [C@@H] ( N C ( [C@@H] ( [C@H] 1 O ) N C ( C ) = O ) O ) O ) C O ) n 1 c 2 c ( c ( N ) n c n 2 ) = C 1 > C 1 ( C 2 [C@H] ( O ) [C@@H] ( [C@@H] ( N C ( = O ) [C@H] ( C S S C 2 [C@H] ( N C ( = O ) C ) C ( N C ) = O ) = O ) O ) O ) [C@H] ( O ) [C@H] ( [C@H] ( [C@@H] 1 O ) O ) O [C@H] 1 [C@H] ( [C@@H] ( [C@@H] ( [C@H] ( O 1 ) C O ) O ) O ) O', 'N C ( = O ) C', '[O-]', '> [H+]', '= O']
['[H+] > O ( P ( = O ) ( [O-] ) [O-] ) P ( O C [C@H] 1 O [C@H] ( [C@@H] ( [C@@H] 1 O ) O ) n 1 c n c 2 c 1 n c n c 2 N ) ( [O-] ) = O > O = P ( O C [C@H] ( C O P ( [O-] ) ( = O ) [O-] ) O P ( [O-] ) ( = O ) [O-] ) ( [O-] ) [O-]', '= O', 'N', '( = O ) O', '[H+]']
['O ( P ( = O ) ( O P ( = O ) ( O C [C@@H] 1 [C@H] ( [C@H] ( [C@@H] ( O 1 ) n 1 c n c 2 c 1 n c n c 2 N ) O ) O ) [O-] ) [O-] ) C [C@H] 1 O [C@@H] ( [C@H] ( O ) [C@@H] 1 O ) N 1 C = C ( C ( C C = O ) N ) C C ( = O ) C 1 > [C@H] ( O ) ( [C@H] ( O ) [C@@H] ( O ) C O ) = O > [H+]', 'O', 'O', '[C-] ( C = O', '[H+]']
['[H+] > [O-] P ( [O-] ) ( = O ) O P ( [O-] ) ( = O ) O [C@@H] 1 [C@@H] ( [C@H] ( O ) [C@@H] ( C O P ( = O ) ( [O-] ) [O-] ) O 1 ) O > O = P ( [O-] ) ( [O-] ) [O-]', 'O', 'O', 'n 1 C [C@@H] 2 c ( c ( = O ) [nH] c ( N ) c 2 n c 1', 'n c 1 c ( N ) [nH] c ( = O ) c 2 N']
['C = C / C = C ( / O ) C ( = O ) [O-] > O = C ( [O-] ) c 1 c c c c c 1 O', '[H+] > O', 'C ( = O ) [O-]', '8', '']
['O = C ( C C [C@H] ( C ( [O-] ) = O ) O ) [O-] > n 1 c n c 2 n ( [C@H] 3 [C@@H] ( [C@@H] ( [C@H] ( O 3 ) C O P ( [O-] ) ( = O ) O P ( = O ) ( O C [C@@H] 3 [C@@H] ( O ) [C@@H] ( O ) [C@H] ( [n+] 4 c c c c ( C ( N ) = O ) c 4 ) O 3 ) [O-] ) O ) O ) c n c 2 c 1 N', 'O', '[H+]', 'O', '[C@H] 1 [C@@H] ( N ) O']
['C C ( C ) = C C C [C@@H] ( C ) [C@H] 1 C C [C@H] 2 C 3 = C C [C@@H] ( O ) [C@] 4 ( C ) [C@H] ( C [C@H] ( O ) C [C@H] 5 O ) C C [C@] 4 ( C ) [C@H] 3 C C [C@@] 2 1 C', '> O', '', '[H+]', 'N']
['[C@@H] 1 ( O P ( [O-] ) ( O P ( = O ) ( [O-] ) [O-] ) = O ) [C@H] ( [C@@H] ( O ) [C@@H] ( O 1 ) n 1 c 2 c ( c ( n c n 2 ) N ) n c 1 ) O > C ( [C@@H] 1 [C@H] ( O [C@H] 2 [C@@H] ( [C@H] ( [C@H] ( O ) [C@@H] ( O 2 ) C O ) O ) O [C@H] ( [C@@H] ( [C@H] 1 O ) [NH2+] * ) C ( = O ) * ) O P ( = O ) ( [O-] ) O [C@H] 1 [C@H] ( N C ( C ) = O ) C O ) O [C@H] ( N C ( = O ) C ) [C@@H] ( O ) [C@@H] ( [C@H] 1 O ) O', '2 > O', '*', 'O', 'O']
['c 1 ( n c n c 2 c 1 n c n 2 [C@@H] 1 O [C@@H] ( [C@H] ( [C@H] 1 O C ( = O ) [C@H] ( C O P ( [O-] ) ( = O ) O [C@@H] 1 C * ) [NH3+] ) O ) N ) = O > O ( P ( O P ( O C [C@H] 1 O [C@H] ( [C@@H] ( [C@@H] 1 O P ( [O-] ) ( = O ) [O-] ) O C [C@@H] 1 [C@@H] ( O ) [C@H] ( [C@@H] ( O 1 ) n 1 c 2 n c n c ( c 2 n c 1 ) N ) O ) = O ) ( [O-] ) = O ) [O-] ) C [C@@H] 1 [C@H] ( [C@H] ( [C@@H] ( O 1 ) N 1 C = C ( C ( = O ) N ) C C = C 1 ) O ) O P ( [O-] ) ( = O ) O C [C@H] 1 O [C@@H] ( n 2 c 3 c ( n c 2 ) c ( N ) n c n 3 ) [C@H] ( O ) [C@@H] 1 O P ( [O-] ) ( [O-] ) = O ) [O-]', 'N > P ( [O-] ) ( O P ( [O-] ) ( = O ) [O-]', '', 'n 1', '[C@H] ( [C@@H] 1 c c c c c c c c c c ( n c 1 2 ) c c c 1 = O ) N']
['C [C@H] ( C ( = O ) [O-] ) C ( = O ) S C C N C ( = O ) C C N C ( = O ) [C@H] ( O ) C ( C ) ( C ) C O P ( = O ) ( [O-] ) O P ( = O ) ( [O-] ) O C [C@H] 1 O [C@@H] ( n 2 c n c 3 c ( N ) n c n c 3 2 ) [C@H] ( O ) [C@@H] 1 O P ( = O ) ( [O-] ) [O-] > N c 1 n c n c 2 c 1 n c n 2 [C@@H] 1 O [C@H] ( C O P ( = O ) ( [O-] ) O P ( = O ) ( [O-] ) O P ( = O ) ( [O-] ) [O-] ) [C@@H] ( O ) [C@H] 1 O > N C ( = O ) C 1 = C N ( [C@@H] 2 O [C@H] ( C O P ( = O ) ( [O-] ) O P ( = O ) ( [O-] ) O C [C@H] 3 O [C@@H] ( n 4 c n c 5 c ( N ) n c n c 5 4 ) [C@H] ( O P ( = O ) ( [O-] ) [O-] ) [C@@H] 3 O ) [C@@H] ( O ) [C@H] 2 O ) C = C C 1', '= O > N [C@@H] ( C O P ( = O ) ( [O-] ) O P ( = O ) ( [O-] ) [O-] ) O', 'C [C@H] 1 O [C@@H] ( n 2 c n c n c 3 c n c n c ( N ) c 3 2 ) [C@H] ( O P ( = O ) ( [O-] ) ( = O ) [O-] ) [O-]', '8 > O', '']
['O [C@H] 1 [C@H] ( [C@H] ( n 2 c c c ( N ) n c 2 = O ) O [C@@H] 1 C O P ( [O-] ) ( = O ) [O-] ) O > [H+] > C ( C C C C C C C C C C C C C ) C C C C C ( = O ) O C [C@H] ( C O P ( [O-] ) ( O C [C@H] ( O ) C O P ( [O-] ) ( [O-] ) = O ) = O ) O C ( C C C C C C C C C C C C C C C C ) = O', 'O', '[H+]', 'N', 'N']
['O C [C@@H] 1 [C@@H] ( O [C@@H] 2 [C@@H] ( [C@@H] ( O ) [C@@H] ( O ) [C@@H] ( O 2 ) C O ) O ) [C@H] ( O ) [C@H] ( [C@H] ( O 1 ) C O ) O > [C@@H] 1 ( [C@@H] ( O [C@H] ( C O ) [C@H] ( [C@@H] ( [C@H] 1 O [C@@H] 1 O [C@H] ( C O ) [C@H] ( [C@@H] ( [C@H] 1 O ) O ) O ) O [C@H] 1 [C@H] ( O ) [C@@H] ( O ) [C@H] ( O [C@@H] 1 C O ) O [C@H] 1 [C@H] ( O ) [C@H] ( [C@@H] ( O [C@@H] 1 C O ) O [C@H] 1 [C@H] ( O ) [C@@H] ( O ) [C@@H] ( O ) [C@@H] ( C ( O ) O [C@@H] ( [C@@H] ( C O ) O ) O 1 ) O ) O ) O ) O ) O', '', '[C@H] ( C O ) O', '> [H+]', '= O']
['C [C@@H] 1 N c 2 n c ( N ) [nH] c ( = O ) c 2 N [C@H] 1 [C@@H] ( C ) N c 1 c c c ( C [C@H] ( O ) [C@H] ( O ) [C@H] ( O ) C O [C@H] 2 O [C@H] ( C O P ( = O ) ( [O-] ) O [C@@H] ( C C C ( = O ) [O-] ) C ( = O ) [O-] ) [C@@H] ( O ) [C@H] 2 O ) c c 1 > C [C@H] ( O P ( = O ) ( [O-] ) O C [C@@H] ( O ) [C@@H] ( O ) [C@@H] ( O ) C n 1 c 2 n c ( = O ) [n-] c ( = O ) c - 2 c c 2 c c c ( O ) c c 2 1 ) C ( = O ) N [C@@H] ( C C C ( = O ) [O-] ) C ( = O ) [O-] > [H+]', '[C@H] 1 C [C@@] ( C ) ( O ) ( = O ) [O-]', '( = O ) [O-]', '1 C [C@H] ( O', '[NH3+] ) C']
['C C ( O ) C ( = O ) [O-] > C [C@@H] ( O ) [C@@H] ( O ) [C@H] ( O ) C 1 = N C ( C ) = O', '[H+]', '[C@@H] ( C O ) C O', '( = O ) [O-]', '']
['N C ( = O ) C 1 = C N ( [C@@H] 2 O [C@H] ( C O P ( = O ) ( [O-] ) O P ( = O ) ( [O-] ) O C [C@H] 3 O [C@@H] ( n 4 c n c 5 c ( N ) n c n c 5 4 ) [C@H] ( O P ( = O ) ( [O-] ) [O-] ) [C@@H] 3 O ) [C@@H] ( O ) [C@H] 2 O ) C = C C 1 > C [S+] ( C C [C@H] ( [NH3+] ) C ( = O ) [O-] ) C [C@H] 1 O [C@@H] ( n 2 c n c 3 c ( N ) n c n c 3 2 ) [C@H] ( O ) [C@@H] 1 O > [NH3+] [C@@H] ( C c 1 c c c ( O ) c c 1 ) C ( = O ) [O-]', '', '', '[SH-]', '[S@@] (']
['* C = O > C # N', '> O', 'C', '[C-]', '[NH3+]']
['C C ( C ) = C C C / C ( C ) = C / C = C / C 1 C ( C ) = C / C ( C ) = C / C 1 ( C ) C > * C ( = O ) [O-]', '> * C 1 = C ( C ) C C C C ( = O ) [C@H] ( C ) O', '', 'O', 'O']
['O = C = O > S C', '[O-]', '[H+] > O O', '[Na+]', 'N']
['[Fe+2] * > * [Fe+3] > c 1 ( c c c [n+] ( c 1 ) [C@@H] 1 O [C@H] ( C O P ( [O-] ) ( = O ) O P ( = O ) ( [O-] ) O C [C@@H] 2 [C@@H] ( O ) [C@H] ( [C@H] ( n 3 c 4 c ( c ( N ) n c n 4 ) n c 3 ) O 2 ) O P ( [O-] ) ( = O ) [O-] ) [C@H] ( [C@H] 1 O ) O', 'C ( N ) = O', '* > O', '# N', '[Fe]']
['[nH] 1 c ( [nH] c 2 c ( n ( [C@@H] 3 O [C@H] ( C O P ( [O-] ) ( = O ) O P ( = O ) ( O P ( [O-] ) ( = O ) [O-] ) [O-] ) [C@@H] ( O ) [C@H] 3 O ) c n 2 ) = O ) c 1 N > O = c 1 [nH] c ( = O ) c c n 1 [C@H] 1 [C@H] ( O ) [C@H] ( O ) [C@H] ( O 1 ) C O', '[H+]', 'C ( [O-] ) = O', 'O', '= O']
['O [C@@H] ( C O ) O > P ( [O-] ) ( = O ) ( O P ( = O ) ( [O-] ) O C [C@H] 1 O [C@@H] ( n 2 c n c 3 c 2 n c n c 3 N ) [C@@H] ( [C@@H] 1 O ) O ) O C [C@H] 1 O [C@@H] ( [n+] 2 c c c c ( c 2 ) C ( N ) = O ) [C@@H] ( [C@@H] 1 O ) O', '[H+]', 'C ( = O ) N > O = P ( [O-] P ( [O-] ) ( O ) ( [O-] ) [O-] ) = O', 'c 1', '2']
['N C ( = O ) c 1 c c c [n+] ( [C@@H] 2 O [C@H] ( C O P ( = O ) ( [O-] ) O P ( = O ) ( [O-] ) O C [C@H] 3 O [C@@H] ( n 4 c n c 5 c ( N ) n c n c 5 4 ) [C@H] ( O P ( = O ) ( [O-] ) [O-] ) [C@@H] 3 O ) [C@@H] ( O ) [C@H] 2 O ) c 1 > C C ( C ) = C C C [C@@H] ( C ) [C@H] 1 C C [C@H] 2 C 3 = C C [C@H] 4 [C@H] ( C ) [C@@H] ( O ) C C [C@] 4 ( C ) [C@H] 3 C C [C@@] 2 1 C', '[H+]', '[H+] > O', 'N', 'n 1 c n c n c n c 2 c ( c ( N ) c 1 n c n c n c n 2 ) 4 ) [C@H] 1 C ( = O P ( [C@@H] ( [C@@H] ( [O-] ) 4 ) [O-] ) [O-] ) [C@@H] ( O P ( = O ) ( [C@@H] ( [C@@H] ( O ) ( O ) O ) O ) O P ( = O ) (']
['O = P ( [O-] ) ( O P ( O ) ( [O-] ) = O ) [O-] > [H+] > [C@H] 1 ( C O P ( [O-] ) ( [O-] ) = O ) O [C@H] ( C [C@@H] 1 O ) n 1 c ( [nH] c ( c c 1 ) = O ) = O', '[H+]', '[O-]', 'c 1 c [nH] c ( = O ) c ( = O ) c ( [nH] 1', 'Cl']
['O C C > O 1 C = C = C ( / C = C 1 \\ C = C 1 C ( = O ) O C ) = O > O', '[C@@H] 1 C C = C C ( O ) = C = C = C 1 C > O', '( O ) C', '= O', '[C@@H] ( O ) C']
['C C C C C C C C C C C C C C C C C C C C C C C C ( = O ) S C C N C ( = O ) C C N C ( = O ) [C@H] ( O ) C ( C ) ( C ) C O P ( = O ) ( [O-] ) O P ( = O ) ( [O-] ) O C [C@H] 1 O [C@@H] ( n 2 c n c 3 c ( N ) n c n c 3 2 ) [C@H] ( O ) [C@@H] 1 O P ( = O ) ( [O-] ) [O-] > [NH3+] [C@@H] ( C O ) [C@@H] ( O ) [C@@H] ( O ) C O', 'C', '[H+]', 'O', 'P ( = O ) ( [O-] ) ( [O-]']
['O [C@H] 1 [C@H] ( [C@H] ( n 2 c ( [nH] c ( = O ) c c 2 ) = O ) O [C@@H] 1 C O P ( O ) ( O P ( [O-] ) ( = O ) [O-] ) = O ) O > O', 'C ( [O-] ) = O', 'C', '[O-]', '[O-]']
['* C C C C C C C C C C C C ( = O ) O C C ( = O ) C O P ( = O ) ( [O-] ) [O-] > C C ( C ) ( C O P ( = O ) ( [O-] ) O P ( = O ) ( [O-] ) O C [C@H] 1 O [C@@H] ( n 2 c n c 3 c ( N ) n c n c 3 2 ) [C@H] ( O ) [C@@H] 1 O P ( = O ) ( [O-] ) [O-] ) [C@@H] ( O ) C ( = O ) N C C C ( = O ) N C C S', '= O', 'O', '= O', '= C C']
['n 1 c n c 2 c ( n c n 2 [C@@H] 2 O [C@@H] ( [C@H] ( [C@H] 2 O ) O P ( = O ) ( [O-] ) [O-] ) C O P ( [O-] ) ( O P ( O C C ( [C@H] ( C ( N C C C ( N C C S C ( = O ) [C@H] ( C ) O ) C ) = O ) = N C ) ( C ) C ) ( [O-] ) = O ) = O ) c 1', '[O-]', 'c 1 c [n+] ( [C@H] ( O ) C ( N C ( = O ) N C C ) * ) = O', '*', 'S']
['[O-] C ( = O ) [C@H] ( c 1 c c c c c 1 ) [NH3+] > O', '*', '[O-]', 'c 1 c c c c c c c c 1', '[O]']
['O = C = O > C = C C C ( = O ) C ( = O ) O', 'C', 'c 1 c c c c c ( O ) c 1', '', '1']
['C [C@@] 1 ( C C C ( C ) = C [C@@H] ( O ) C C = C ( C ) C ) C C = 1 C O P ( [O-] ) ( = O ) O P ( [O-] ) ( = O ) [O-] > O', '[O-] P ( = O ) ( [O-] ) [O-]', '[H+]', 'P ( = O ) ( [O-] ) [O-]', 'n 1 c ( = O ) [O-]']
['O = C 1 C [C@@H] ( C ( = O ) [O-] ) N C ( = O ) N 1 > O = O', '[nH] 1', '', '', 'Br']
['N c 1 n c 2 c ( n c n 2 [C@@H] 2 O [C@H] ( C O P ( = O ) ( [O-] ) O P ( = O ) ( [O-] ) [O-] ) [C@@H] ( O ) [C@H] 2 O ) c ( = O ) [nH] 1 > O = P ( [O-] ) ( [O-] ) O C [C@H] 1 O C ( O ) [C@@H] ( O ) [C@@H] 1 O > [H+]', 'O', 'O', 'O', '> N']
['[O-] P ( O C [C@H] ( [C@H] ( O ) [C@@H] ( O ) * ) N C ( * ) = O ) ( = O ) N * > O P ( [O-] ) ( = O ) [O-]', '*', '[H+]', 'P ( O ) ( [O-] ) = O', 'O']
['[C@H] 1 ( O ) [C@H] ( n 2 c c c ( n c 2 = O ) n c n 1 ) N [C@@H] 1 O > [C@H] ( * ) ( C S ) ( = O ) N [C@@H] ( C S ) C ( = O ) N [C@@H] ( * ) C ( = O ) N [C@H] ( C ( * ) = O ) C S S C [C@H] ( N * ) C ( = O ) O', '( * ) = O', '1 > O = P ( [O-] ) ( [O-] ) O', '[O-]', 'N [C@@H] ( C O ) C O']
['O = C = O > N C ( = O ) c 1 c c c [n+] ( [C@@H] 2 O [C@H] ( C O P ( = O ) ( [O-] ) O P ( = O ) ( [O-] ) O C [C@H] 3 O [C@@H] ( n 4 c n c 5 c ( N ) n c n c 5 4 ) [C@H] ( O P ( = O ) ( [O-] ) [O-] ) [C@@H] 3 O ) [C@@H] ( O ) [C@H] 2 O ) c 1 > O', 'N c 1 c c c c c c 1', '[H+]', 'N', 'N']
['N C ( = O ) C C ( N ) C ( = O ) O > N c 1 n c n c 2 c 1 n c n 2 [C@@H] 1 O [C@H] ( C O P ( = O ) ( [O-] ) O P ( = O ) ( [O-] ) O P ( = O ) ( [O-] ) [O-] ) [C@@H] ( O ) [C@H] 1 O > O', 'N > O = P ( [O-] ) ( [O-] ) O', '[NH3+]', 'O', '']
['C [NH+] ( C ) C > C c 1 c 2 c ( c ( C ) c c 1 = O ) n c 1 n ( * ) c ( [n-] c ( n c 1 ) = O ) = O > O', 'O', 'c 1 c c c c c ( c c 1', '[H+]', '[H+]']
['[O-] P ( [O-] ) ( = O ) O [C@H] 1 [C@@H] ( O ) [C@@H] ( O [C@@H] 1 C O ) n 1 c n c 2 c ( N ) n c n c 1 2 > O', 'C ( * ) = O', '[O-]', '', '']
['[C@H] 1 ( [C@@H] ( O ) [C@@H] ( [C@@H] ( O ) O [C@@H] 1 ) O ) O > O = P ( O P ( O P ( = O ) ( [O-] ) [O-] ) ( [O-] ) = O ) ( [O-] ) O C [C@@H] 1 [C@H] ( [C@@H] ( O ) [C@@H] ( O 1 ) n 1 c 2 n c n c ( N ) c 2 n c 1 ) O', '[H+]', '2', '2', '= O']
['P ( = O ) ( O P ( [O-] ) ( = O ) O [C@H] 1 O [C@H] ( C O ) [C@H] ( [C@H] ( O ) [C@H] 1 O ) O ) ( O C [C@@H] 1 [C@H] ( [C@H] ( [C@@H] ( O 1 ) n 1 c ( = O ) [nH] c ( = O ) c c 1 ) O ) O ) ( = O ) [O-] > C / C ( = C / C C / C ( = C \\ C C / C ( = C \\ C O P ( = O ) ( [O-] ) [O-] ) C ) C ) C C / C = C ( / C ) C C / C = C ( / C ) C C / C = C ( / C ) C C / C = C ( / C ) C C / C = C ( / C C / C = C ( \\ C ) C C C = C ( C ) C ) C', '[O-]', 'C', '[nH] 1', '= O']
['O = C ( S C C N C ( C C N C ( = O ) [C@H] ( O ) C ( C O P ( O P ( = O ) ( [O-] ) O C [C@@H] 1 [C@@H] ( O P ( [O-] ) ( [O-] ) = O ) [C@H] ( [C@H] ( n 2 c 3 n c n c ( N ) c 3 n c 2 ) O 1 ) O ) ( [O-] ) = O ) ( C ) C ) = O ) C > [O-] C ( = O ) = O', '*', 'O', '[C@H] ( C O ) ( C O ) ( C C ) ( C ) N C', '[nH] 1']
['C ( \\ C C C C ( [O-] ) = O ) = C / C = C / [C@@H] ( C C C ) [NH3+] > C ( [O-] ) ( C ( = O ) N C ( = O ) [C@@H] ( [NH3+] ) * ) = O', '[C@H] ( C S S C [C@@H] ( C ( N C ( = O ) * ) C ( = O ) [O-] ) N C ( = O ) C C C [C@H] ( [NH3+] ) C ( [O-] ) = O ) / C = C / C C C C = C / C C C C ) S', '> O', '*', '( [O-] ) C ( C ( = O ) C C C C [C@@H] ( [O-] ) [NH3+] ) C ( [O-] ) = O']
['C ( C ) ( = O ) O > S ( = O ) ( [O-] ) [O-] > N ( [C@@H] ( C S ) C ( N [C@@H] ( * ) C ( = O ) N [C@@H] ( * ) C ( N [C@H] ( C ( = O ) * ) C S ) = O ) = O ) *', '[C@H] ( C ( = O ) [O-] ) [NH3+]', '[O-]', '> O', '( * ) = O']
['O = C [C@H] ( O ) c 1 c c c ( O ) c ( O ) c 1 > N C ( = O ) c 1 c c c [n+] ( [C@@H] 2 O [C@H] ( C O P ( = O ) ( [O-] ) O P ( = O ) ( [O-] ) O C [C@H] 3 O [C@@H] ( n 4 c n c 5 c ( N ) n c n c 5 4 ) [C@H] ( O P ( = O ) ( [O-] ) [O-] ) [C@@H] 3 O ) [C@@H] ( O ) [C@H] 2 O ) c 1 > O', '[NH4+]', 'c 1 c c c ( O ) [nH] c c 1 2', '[H+]', '> O']
['C ( N [C@@H] ( C C C ( [O-] ) = O ) C ( [O-] ) = O ) ( [C@H] ( C C C ( = O ) [O-] ) O P ( = O ) ( O C [C@@H] 1 [C@@H] ( O ) [C@H] ( [C@H] ( O 1 ) O C [C@@H] ( O ) [C@H] ( [C@H] ( C c 1 c c c ( c c 1 ) N 1 C N 2 [C@@H] ( C 1 C ) [C@H] ( C ) N c 1 c 2 c ( [nH] c ( N ) n 1 ) = O ) O ) O ) [O-] ) = O ) [C@@H] 1 O [C@H] ( C O P ( O [C@H] ( C ( = O ) O ) C ) [C@@H] ( O ) [C@H] 1 O ) [O-] > [C@@H] 1 ( [N+] N c 2 c c c ( c c c 2 ) O ) [C@H] ( C ( = O ) [O-] ) c 2 c c c ( c c 2 1 ) O', 'c 1 [nH] c ( = O ) [nH] c ( [nH] c 1 = O ) = O', '[H+]', '', '']
['N c 1 n c n c 2 c 1 n c n 2 [C@@H] 1 O [C@H] ( C O P ( = O ) ( [O-] ) [O-] ) [C@@H] ( O ) [C@H] 1 O > [H+] > N C ( = O ) C 1 = C N ( [C@@H] 2 O [C@H] ( C O P ( = O ) ( [O-] ) [O-] ) [C@@H] ( O ) [C@H] 2 O ) C = C C 1', 'N', 'O', '', '']
['O 1 [C@H] ( O ) [C@@H] ( [C@H] ( O ) [C@H] ( [C@H] 1 C O ) O ) O > O = C ( [C@H] ( O ) [C@H] ( [C@H] ( O ) C O ) O 1 ) O', '[C@H] ( O ) [C@H] ( [C@@H] ( [C@H] 1 O ) O ) O', '3', '2', 'C O']
['N c 1 n c n c 2 c 1 n c n 2 [C@@H] 1 O [C@H] ( C S C C [C@H] ( [NH3+] ) C ( = O ) [O-] ) [C@@H] ( O ) [C@H] 1 O > C [n+] 1 c n ( [C@@H] 2 O [C@H] ( C O P ( = O ) ( [O-] ) [O-] ) [C@@H] ( O ) [C@H] 2 O ) c 2 n c n c ( [C@@H] ( O ) C ) c 2 1 > O', 'N', '[C@H] 1 O', '[C@H] ( C S ) C ( O ) O', '']
['[H+] > n 1 ( c 2 c ( n c 1 ) n ( c n 2 ) [C@H] 1 [C@H] ( O ) [C@H] ( O ) [C@@H] ( C O P ( O P ( [O-] ) ( = O ) O C [C@H] 2 O [C@H] ( [C@H] ( O ) [C@@H] 2 O ) N 2 C = C ( C ( N ) = O ) C C = C 2 ) ( = O ) [O-] ) O 1 ) N > [C@H] 1 ( O ) [C@@H] ( [C@@H] ( O ) [C@@H] ( [C@@H] 1 O ) O P ( [O-] ) ( [O-] ) = O ) O', '[H+] > P ( [O-] ) ( [O-] ) = O', 'O', 'C [C@H] 1 O', 'P ( N ( [O-] ) ( C = O ) [O-]']
['c 1 c ( c c c ( c 1 ) [C@@H] ( O ) [C@@H] ( O ) [C@H] ( O ) C O ) C > O [C@@H] 1 [C@@H] ( O ) C O', '( C ) = O', 'O', '[H+]', '[H+]']
['O [C@H] ( C O ) [C@@H] ( O ) [C@H] ( O ) C O > O = c 1 [nH] c n 1 P ( = O ) ( [C@@H] ( [C@@H] ( O ) [C@@H] ( C O ) O 1 ) O ) [O-]', 'N *', 'O P ( = O ) ( [O-] ) [O-]', 'C c 1 c [nH] c ( = O ) c ( c ( N * ) c 1', 'c ( C ) C']
['N C ( = [NH2+] ) N C C ( = O ) [O-] > [NH3+] C C ( = O ) [O-]', '[H+] > O', '[O-]', 'N C C ( = O ) C', '[O-]']
['O c 1 c ( c c 2 c ( c 1 ) O ) c 1 c c ( c ( O ) c c 1 ) [C@H] ( O ) C 2 > N C ( = O ) c 1 c c c [n+] ( [C@@H] 2 O [C@H] ( C O P ( = O ) ( [O-] ) O P ( = O ) ( [O-] ) O C [C@H] 3 O [C@@H] ( n 4 c n c 5 c ( N ) n c n c 5 4 ) [C@H] ( O P ( = O ) ( [O-] ) [O-] ) [C@@H] 3 O ) [C@@H] ( O ) [C@H] 2 O ) c 1 > O', '', '( c 1 c c c c ( O ) c ( O ) c ( O ) c c 1 ) O', 'c c c ( [O-] ) c c c ( c c 1 O ) O', 'c ( [O-]']
['c 1 ( c 2 c ( n ( c n 2 ) [C@H] 2 [C@@H] ( [C@@H] ( [C@@H] ( C O P ( = O ) ( [O-] ) O P ( [O-] ) ( = O ) O C C ( C ) ( C ) [C@H] ( C ( = O ) N C C C ( = O ) N C C S C ( = O ) C C C C C C C C / C = C / C C O ) O ) O 2 ) O ) O P ( [O-] ) ( = O ) [O-] ) n c n 1 ) N > O', 'N', '= C ( [C@@H] ( O ) C C C C ( C O ) ( [O-] ) C O ) C O', '[O-]', '[O-]']
['c 1 c 2 c ( N C [C@H] 3 N ( c 4 c ( n c ( N ) [nH] c 4 = O ) N ) N 3 C 2 ) c c c 1 C [C@@H] ( [C@@H] ( N C 1 ) c 1 c c ( c c ( c 1 ) C ( N [C@H] ( C ( = O ) [O-] ) C C C ( * ) = O ) = O ) c c 2 ) O > O c 1 c c ( - c 2 n c 3 c ( = O ) [nH] c 2 n c 1 ) O C [C@@H] 1 O C', 'C 1', 'C [C@H] 1 O C O C ( = O ) O', '1', 'N 2']
['O = C ( [O-] ) C C C ( = O ) C ( = O ) [O-] > O = O > C C ( O ) C C ( = O ) [O-]', '[H+]', 'C C', 'C', '> O']
